fumier bovin (kg de N/t),lisier bovin (kg de N/t),fumier volaille (kg de N/t),lisier volaille (kg de N/t),lisier porc (kg de N/t),fumier porc (kg de N/t),compost déchets verts (kg de N/t)
"5,5",3,25,7,"3,5",4,8
